"","session","mirrorFirst","ID","boxes","imistake","pred","prob","type","taskName","CR1","CR2","CR3","sex","major","math","economics","cuM","cuL","precisionL","precisionM","similarity","attnBoxL","attnBoxM","attnPayL","attnPayM","repeated","mirror","lottery","r_mirror","r_lottery","time_mirror","time_lottery","time_r_mirror","time_r_lottery","noiseL","noiseM","noise","elicitation","multiplier","treatment"
"4776",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,18.5,75,"G","G75","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,0,19.5,10.5,0,0,12.7,17.4,NA,NA,5,7.5,6.25,"MPL",-1,"main"
"4777",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,22.5,90,"G","G90","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,0,19.5,25.5,0,0,28.8000000000001,88.8999999999992,NA,NA,5,7.5,6.25,"MPL",-1,"main"
"4778",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,-2.5,10,"L","L10","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,1,-24.5,-0.5,-9.5,-10.5,NA,NA,NA,NA,5,7.5,6.25,"MPL",-1,"main"
"4779",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,-6.5,25,"L","L25","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,0,-24.5,-0.5,0,0,52.8000000000005,39.1000000000003,NA,NA,5,7.5,6.25,"MPL",-1,"main"
"4780",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,-12.5,50,"L","L50","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,0,-24.5,-14.5,0,0,8.79999999999998,27.7000000000001,NA,NA,5,7.5,6.25,"MPL",-1,"main"
"4781",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,-18.5,75,"L","L75","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,0,-24.5,-24.5,0,0,60.6000000000006,22.2,NA,NA,5,7.5,6.25,"MPL",1,"main"
"4782",4,TRUE,"5aa637861eda41000136d5d2",100,FALSE,-22.5,90,"L","L90","4","10","7000","Male","Other","High school","High school",50,15,15,59,"I followed identical strategies.",91,91,100,100,1,-24.5,-24.5,-24.5,-24.5,NA,NA,NA,NA,5,7.5,6.25,"MPL",1,"main"
"4783",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,0,50,"A","A10","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,1,35,51,51,19,NA,NA,NA,NA,20,10,15,"MPL",-1,"main"
"4784",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,0,50,"A","A15","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,51,33,0,0,26.7000000000001,18.6,NA,NA,20,10,15,"MPL",-1,"main"
"4785",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,2.5,10,"G","G10","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,11.5,4.5,0,0,12.8,35.7000000000002,NA,NA,20,10,15,"MPL",1,"main"
"4786",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,6.5,25,"G","G25","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,12.5,5.5,0,0,11,14.4,NA,NA,20,10,15,"MPL",1,"main"
"4787",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,12.5,50,"G","G50","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,12.5,0.5,0,0,14.8,21.7,NA,NA,20,10,15,"MPL",-1,"main"
"4788",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,18.5,75,"G","G75","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,12.5,2.5,0,0,32.0000000000002,17.6,NA,NA,20,10,15,"MPL",-1,"main"
"4789",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,22.5,90,"G","G90","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,12.5,4.5,0,0,32.2000000000002,18.3,NA,NA,20,10,15,"MPL",-1,"main"
"4790",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,-2.5,10,"L","L10","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,-13.5,-12.5,0,0,6.49999999999999,29.2000000000001,NA,NA,20,10,15,"MPL",-1,"main"
"4791",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,-6.5,25,"L","L25","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,-10.5,-15.5,0,0,36.2000000000002,8.59999999999999,NA,NA,20,10,15,"MPL",-1,"main"
"4792",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,-12.5,50,"L","L50","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,-12.5,-15.5,0,0,15.7,32.6000000000002,NA,NA,20,10,15,"MPL",-1,"main"
"4793",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,-18.5,75,"L","L75","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,0,-13.5,-19.5,0,0,113.499999999998,22.5,NA,NA,20,10,15,"MPL",1,"main"
"4794",4,FALSE,"5aa806e7777df200016088c5",100,FALSE,-22.5,90,"L","L90","12","20","7000","Female","Science/Engineering","Two or more university-level courses","Single university-level course",59,40,3,99,"I followed totally different strategies",95,97,100,37,1,-8.5,-23.5,-12.5,-15.5,NA,NA,NA,NA,20,10,15,"MPL",1,"main"
"4795",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,0,50,"A","A10","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,11,25,0,0,105.199999999998,30.5000000000002,NA,NA,10,0,5,"MPL",-1,"main"
"4796",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,0,50,"A","A15","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,15,15,0,0,15.4,14.7,NA,NA,10,0,5,"MPL",-1,"main"
"4797",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,2.5,10,"G","G10","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,2.5,2.5,0,0,9.89999999999998,10.7,NA,NA,10,0,5,"MPL",1,"main"
"4798",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,6.5,25,"G","G25","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,6.5,6.5,0,0,18.9,7.79999999999999,NA,NA,10,0,5,"MPL",1,"main"
"4799",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,12.5,50,"G","G50","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,12.5,12.5,0,0,6.89999999999999,7.99999999999999,NA,NA,10,0,5,"MPL",-1,"main"
"4800",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,18.5,75,"G","G75","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,18.5,18.5,0,0,25.1000000000001,6.89999999999999,NA,NA,10,0,5,"MPL",-1,"main"
"4801",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,22.5,90,"G","G90","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,1,22.5,22.5,22.5,22.5,NA,NA,NA,NA,10,0,5,"MPL",-1,"main"
"4802",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,-2.5,10,"L","L10","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,1,-2.5,-22.5,-2.5,-2.5,NA,NA,NA,NA,10,0,5,"MPL",-1,"main"
"4803",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,-6.5,25,"L","L25","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,-6.5,-6.5,0,0,19.6,13.2,NA,NA,10,0,5,"MPL",-1,"main"
"4804",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,-12.5,50,"L","L50","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,-12.5,-12.5,0,0,24.3000000000001,9.19999999999998,NA,NA,10,0,5,"MPL",-1,"main"
"4805",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,-18.5,75,"L","L75","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,-18.5,-18.5,0,0,26.5000000000001,14.4,NA,NA,10,0,5,"MPL",1,"main"
"4806",4,TRUE,"5ac440da9534ba0001c736da",100,FALSE,-22.5,90,"L","L90","4","10","7000","Male","Science/Engineering","Two or more university-level courses","High school",90,90,99,99,"I followed identical strategies.",100,100,100,100,0,-22.5,-22.5,0,0,13.5,11.9,NA,NA,10,0,5,"MPL",1,"main"
"4807",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,0,50,"A","A10","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,9,9,0,0,54.7000000000005,10.6,NA,NA,0,0,0,"MPL",-1,"main"
"4808",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,0,50,"A","A15","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,15,15,0,0,43.9000000000004,25.4000000000001,NA,NA,0,0,0,"MPL",-1,"main"
"4809",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,2.5,10,"G","G10","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,1,2.5,2.5,2.5,2.5,NA,NA,NA,NA,0,0,0,"MPL",1,"main"
"4810",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,6.5,25,"G","G25","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,6.5,4.5,0,0,68.5000000000004,42.6000000000003,NA,NA,0,0,0,"MPL",1,"main"
"4811",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,12.5,50,"G","G50","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,12.5,10.5,0,0,15.3,32.9000000000002,NA,NA,0,0,0,"MPL",-1,"main"
"4812",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,18.5,75,"G","G75","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,18.5,18.5,0,0,20.2,20.7,NA,NA,0,0,0,"MPL",-1,"main"
"4813",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,22.5,90,"G","G90","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,1,22.5,22.5,22.5,22.5,NA,NA,NA,NA,0,0,0,"MPL",-1,"main"
"4814",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,-2.5,10,"L","L10","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,-2.5,-2.5,0,0,19.8,10.3,NA,NA,0,0,0,"MPL",-1,"main"
"4815",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,-6.5,25,"L","L25","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,-6.5,-6.5,0,0,42.3000000000003,21.9,NA,NA,0,0,0,"MPL",-1,"main"
"4816",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,-12.5,50,"L","L50","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,-12.5,-12.5,0,0,16.4,23.7000000000001,NA,NA,0,0,0,"MPL",-1,"main"
"4817",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,-18.5,75,"L","L75","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,-18.5,-18.5,0,0,21.8,16.8,NA,NA,0,0,0,"MPL",1,"main"
"4818",4,TRUE,"5b21259ce5cd900001125a0b",100,FALSE,-22.5,90,"L","L90","4","20","7000","Male","Government","Two or more university-level courses","No course",82,90,100,100,"I followed identical strategies.",100,100,100,100,0,-22.5,-22.5,0,0,84.6999999999995,19.5,NA,NA,0,0,0,"MPL",1,"main"
"4819",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,0,50,"A","A10","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,37,9,0,0,30.5000000000002,25.4000000000001,NA,NA,0,0,0,"MPL",-1,"main"
"4820",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,0,50,"A","A15","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,1,35,0,0,62.6000000000006,11.8,NA,NA,0,0,0,"MPL",-1,"main"
"4821",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,2.5,10,"G","G10","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,2.5,2.5,0,0,16.5,9.69999999999998,NA,NA,0,0,0,"MPL",1,"main"
"4822",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,6.5,25,"G","G25","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,6.5,7.5,0,0,22.7000000000001,9.39999999999998,NA,NA,0,0,0,"MPL",1,"main"
"4823",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,12.5,50,"G","G50","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,12.5,12.5,0,0,16.8,26.8000000000001,NA,NA,0,0,0,"MPL",-1,"main"
"4824",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,18.5,75,"G","G75","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,18.5,18.5,0,0,18.6,17,NA,NA,0,0,0,"MPL",-1,"main"
"4825",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,22.5,90,"G","G90","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,22.5,22.5,0,0,16.8,11.4,NA,NA,0,0,0,"MPL",-1,"main"
"4826",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,-2.5,10,"L","L10","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,1,-2.5,-2.5,-2.5,-2.5,NA,NA,NA,NA,0,0,0,"MPL",-1,"main"
"4827",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,-6.5,25,"L","L25","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,-6.5,-7.5,0,0,23.4000000000001,29.7000000000002,NA,NA,0,0,0,"MPL",-1,"main"
"4828",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,-12.5,50,"L","L50","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,-12.5,-12.5,0,0,24.1000000000001,12.8,NA,NA,0,0,0,"MPL",-1,"main"
"4829",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,-18.5,75,"L","L75","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,0,-24.5,-18.5,0,0,15.5,15.9,NA,NA,0,0,0,"MPL",1,"main"
"4830",4,TRUE,"5ba596467c0ebe0001269842",100,FALSE,-22.5,90,"L","L90","8","10","7000","Male","Art/Music","High school","High school",61,85,90,90,"I followed identical strategies.",97,98,100,99,1,-22.5,-22.5,-22.5,-22.5,NA,NA,NA,NA,0,0,0,"MPL",1,"main"
"4831",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,0,50,"A","A10","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,9,1,0,0,28.9000000000001,59.2000000000006,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4832",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,0,50,"A","A15","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,15,9,0,0,24.7000000000001,48.1000000000004,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4833",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,2.5,10,"G","G10","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,2.5,0.5,0,0,17.8,46.2000000000004,NA,NA,0,6.5,3.25,"MPL",1,"main"
"4834",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,6.5,25,"G","G25","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,6.5,4.5,0,0,40.2000000000003,29.0000000000001,NA,NA,0,6.5,3.25,"MPL",1,"main"
"4835",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,12.5,50,"G","G50","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,12.5,4.5,0,0,12.4,24.2000000000001,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4836",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,18.5,75,"G","G75","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,18.5,4.5,0,0,50.2000000000004,29.9000000000002,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4837",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,22.5,90,"G","G90","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,1,9.5,14.5,22.5,14.5,NA,NA,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4838",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,-2.5,10,"L","L10","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,-2.5,-5.5,0,0,17.3,31.9000000000002,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4839",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,-6.5,25,"L","L25","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,-6.5,-10.5,0,0,21.9,28.9000000000001,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4840",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,-12.5,50,"L","L50","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,-12.5,-10.5,0,0,24.4000000000001,71.8000000000002,NA,NA,0,6.5,3.25,"MPL",-1,"main"
"4841",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,-18.5,75,"L","L75","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,0,-18.5,-15.5,0,0,29.5000000000001,31.7000000000002,NA,NA,0,6.5,3.25,"MPL",1,"main"
"4842",4,FALSE,"5baff18baf6e8c000116be28",100,FALSE,-22.5,90,"L","L90","4","20","14000","Female","Business/Economics","High school","Two or more university-level courses",95,75,85,98,"I followed mostly different strategies.",100,100,100,100,1,-22.5,-23.5,-22.5,-23.5,NA,NA,NA,NA,0,6.5,3.25,"MPL",1,"main"
"4843",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,0,50,"A","A10","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,9,9,0,0,90.1999999999992,18,NA,NA,0,0,0,"MPL",-1,"main"
"4844",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,0,50,"A","A15","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,13,13,0,0,28.9000000000001,13.8,NA,NA,0,0,0,"MPL",-1,"main"
"4845",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,2.5,10,"G","G10","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,2.5,2.5,0,0,19.7,11.1,NA,NA,0,0,0,"MPL",1,"main"
"4846",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,6.5,25,"G","G25","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,6.5,6.5,0,0,28.4000000000001,11.1,NA,NA,0,0,0,"MPL",1,"main"
"4847",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,12.5,50,"G","G50","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,12.5,12.5,0,0,12.2,18.5,NA,NA,0,0,0,"MPL",-1,"main"
"4848",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,18.5,75,"G","G75","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,18.5,18.5,0,0,38.1000000000003,6.79999999999999,NA,NA,0,0,0,"MPL",-1,"main"
"4849",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,22.5,90,"G","G90","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,1,22.5,21.5,22.5,21.5,NA,NA,NA,NA,0,0,0,"MPL",-1,"main"
"4850",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,-2.5,10,"L","L10","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,-2.5,-3.5,0,0,21.6,40.1000000000003,NA,NA,0,0,0,"MPL",-1,"main"
"4851",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,-6.5,25,"L","L25","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,-6.5,-5.5,0,0,55.6000000000005,15,NA,NA,0,0,0,"MPL",-1,"main"
"4852",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,-12.5,50,"L","L50","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,-12.5,-12.5,0,0,17.4,19.3,NA,NA,0,0,0,"MPL",-1,"main"
"4853",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,-18.5,75,"L","L75","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,0,-18.5,-19.5,0,0,36.7000000000003,14.4,NA,NA,0,0,0,"MPL",1,"main"
"4854",4,TRUE,"5be1ac50ca095c0001b9f717",100,FALSE,-22.5,90,"L","L90","4","0","10000","Male","History","High school","High school",96,51,8,94,"I followed identical strategies.",100,100,100,100,1,-22.5,-22.5,-22.5,-22.5,NA,NA,NA,NA,0,0,0,"MPL",1,"main"
"4855",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,0,50,"A","A10","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,43,51,0,0,13.8,29.9000000000002,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4856",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,0,50,"A","A15","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,33,35,0,0,15.6,18,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4857",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,2.5,10,"G","G10","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,8.5,9.5,0,0,22.3,12.1,NA,NA,3,3.5,3.25,"MPL",1,"main"
"4858",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,6.5,25,"G","G25","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,12.5,11.5,0,0,15.4,12.3,NA,NA,3,3.5,3.25,"MPL",1,"main"
"4859",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,12.5,50,"G","G50","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,25.5,12.5,0,0,8.79999999999998,18.7,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4860",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,18.5,75,"G","G75","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,25.5,10.5,0,0,7.29999999999999,32.4000000000002,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4861",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,22.5,90,"G","G90","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,1,25.5,25.5,25.5,25.5,NA,NA,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4862",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,-2.5,10,"L","L10","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,-10.5,-10.5,0,0,34.2000000000002,17.9,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4863",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,-6.5,25,"L","L25","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,-15.5,-15.5,0,0,18.9,11.4,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4864",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,-12.5,50,"L","L50","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,-15.5,-14.5,0,0,12.2,29.0000000000001,NA,NA,3,3.5,3.25,"MPL",-1,"main"
"4865",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,-18.5,75,"L","L75","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,0,-18.5,-15.5,0,0,23.8000000000001,22.2,NA,NA,3,3.5,3.25,"MPL",1,"main"
"4866",4,FALSE,"5becfeed4f191100013b46db",100,FALSE,-22.5,90,"L","L90","4 days?","20","7000","Female","Other","Single university-level course","No course",5,10,70,55,"I followed mostly different strategies.",100,100,100,100,1,-21.5,-15.5,-14.5,-21.5,NA,NA,NA,NA,3,3.5,3.25,"MPL",1,"main"
